txn_id,sender_account,sender_person_id,receiver_account,receiver_person_id,amount_inr,datetime,bank_sender,bank_receiver,txn_type,description,flagged_suspicious
TXN001390,ACC94767925,P0027,ACC29570681,P0024,60960.79,2022-09-17 11:46:12,Canara,SBI,NEFT,Service Fee,No
TXN001391,ACC46245645,P0014,ACC10998284,P0041,33450.49,2023-02-11 04:23:42,HDFC,Union Bank,IMPS,Personal Transfer,No
TXN001392,ACC98301804,P0071,ACC42152047,P0013,342088.17,2022-09-10 21:40:38,Kotak,Kotak,RTGS,Investment,Yes
TXN001393,ACC34510701,P0065,ACC64017185,P0030,90862.42,2023-08-07 13:46:16,PNB,Kotak,Cash Deposit,Goods Purchase,No
TXN001394,ACC52723076,P0064,ACC21007045,P0082,3798.71,2023-05-20 22:55:18,ICICI,Union Bank,Wire,Business Payment,Yes
TXN001395,ACC21438741,P0042,ACC81780879,P0026,46929.88,2023-09-07 06:25:55,ICICI,Union Bank,UPI,Business Payment,No
TXN001396,ACC51861461,P0073,ACC82085863,P0050,560652.39,2022-12-11 21:23:06,HDFC,ICICI,Cash Deposit,Investment,No
TXN001397,ACC87402122,P0090,ACC72451136,P0017,48417.08,2023-06-29 22:38:10,SBI,Union Bank,Wire,Loan Repayment,No
TXN001398,ACC34510701,P0065,ACC18979241,P0033,1921059.28,2024-03-09 13:31:30,Kotak,ICICI,RTGS,Unknown,No
TXN001399,ACC50241177,P0058,ACC95641687,P0049,1992169.36,2022-07-18 23:50:08,Union Bank,Axis,Cash Deposit,Investment,Yes
TXN001400,ACC61979251,P0035,ACC72451136,P0017,4211.92,2023-05-17 14:48:10,HDFC,Kotak,RTGS,Goods Purchase,No
TXN001401,ACC62135687,P0093,ACC83291553,P0070,404283.82,2022-08-10 15:04:23,PNB,Union Bank,RTGS,Business Payment,No
TXN001402,ACC34510701,P0065,ACC84820714,P0034,30550.76,2022-02-01 21:51:36,PNB,SBI,UPI,Unknown,No
TXN001403,ACC22881862,P0043,ACC23941705,P0085,1973608.16,2022-07-17 08:05:47,Kotak,PNB,NEFT,Service Fee,No
TXN001404,ACC21007045,P0082,ACC83847719,P0068,1288228.1,2023-07-12 22:01:00,SBI,Union Bank,RTGS,Personal Transfer,No
TXN001405,ACC39315551,P0086,ACC74591190,P0018,104557.38,2022-12-22 05:15:38,PNB,Canara,NEFT,Personal Transfer,No
TXN001406,ACC99198449,P0039,ACC81751708,P0017,1840505.14,2022-12-26 03:29:23,Union Bank,SBI,RTGS,Personal Transfer,No
TXN001407,ACC23349287,P0003,ACC97018401,P0100,245276.95,2022-03-10 14:21:00,ICICI,Kotak,NEFT,Personal Transfer,No
TXN001408,ACC30880066,P0012,ACC24346658,P0080,1024322.87,2022-11-29 10:43:34,PNB,SBI,Cash Deposit,Loan Repayment,Yes
TXN001409,ACC22352071,P0020,ACC55626134,P0055,18350.42,2023-02-05 13:39:18,Canara,ICICI,UPI,Personal Transfer,Yes
TXN001410,ACC19227140,P0076,ACC80458179,P0061,969.73,2022-11-12 07:41:35,Kotak,PNB,NEFT,Goods Purchase,No
TXN001411,ACC64176956,P0072,ACC68035954,P0029,167355.65,2023-09-12 06:54:36,Kotak,HDFC,UPI,Service Fee,No
TXN001412,ACC89303061,P0081,ACC26072981,P0047,1339616.31,2023-08-01 16:47:53,PNB,PNB,UPI,Loan Repayment,Yes
TXN001413,ACC81751708,P0017,ACC47352869,P0019,34053.32,2023-03-16 09:05:32,Union Bank,Axis,Wire,Unknown,No
TXN001414,ACC87622366,P0097,ACC50241177,P0058,26271.93,2024-06-18 03:27:47,Kotak,PNB,Wire,Goods Purchase,Yes
TXN001415,ACC62135687,P0093,ACC68035954,P0029,4668.36,2022-10-04 14:00:18,SBI,Union Bank,Wire,Unknown,No
TXN001416,ACC49890367,P0070,ACC22771791,P0063,27903.24,2023-03-19 22:57:37,ICICI,SBI,RTGS,Goods Purchase,No
TXN001417,ACC94669760,P0085,ACC99198449,P0039,1046308.8,2022-07-09 02:09:54,Axis,SBI,NEFT,Unknown,No
TXN001418,ACC34847621,P0083,ACC87402122,P0090,20701.69,2023-12-24 09:11:21,Canara,Canara,NEFT,Business Payment,Yes
TXN001419,ACC43424331,P0098,ACC20694051,P0001,1306538.69,2023-11-01 19:02:44,Axis,SBI,RTGS,Loan Repayment,No
TXN001420,ACC28222781,P0045,ACC15467685,P0073,314738.06,2023-09-24 21:38:54,Union Bank,Union Bank,NEFT,Goods Purchase,No
TXN001421,ACC95768162,P0011,ACC19227140,P0076,472388.61,2024-03-17 07:15:55,Union Bank,SBI,NEFT,Service Fee,No
TXN001422,ACC72451136,P0017,ACC32732400,P0087,1081278.95,2022-03-26 21:46:40,Canara,Axis,Cash Deposit,Goods Purchase,No
TXN001423,ACC74018781,P0078,ACC61979251,P0035,451415.8,2024-05-02 00:47:20,Kotak,PNB,Cash Deposit,Investment,No
TXN001424,ACC29570681,P0024,ACC80837586,P0094,375994.92,2022-06-24 15:32:23,Axis,HDFC,IMPS,Business Payment,Yes
TXN001425,ACC80192532,P0089,ACC94669760,P0085,1279.04,2023-10-11 05:08:13,Axis,ICICI,NEFT,Loan Repayment,Yes
TXN001426,ACC65777619,P0006,ACC23349287,P0003,2574.62,2022-10-24 22:17:32,Kotak,PNB,UPI,Investment,No
TXN001427,ACC77171016,P0016,ACC20581573,P0066,1925922.49,2023-02-04 00:18:20,Canara,Axis,Cash Deposit,Business Payment,No
TXN001428,ACC64176956,P0072,ACC81264557,P0056,1680365.56,2024-02-09 12:59:23,Union Bank,Canara,UPI,Investment,No
TXN001429,ACC27000208,P0087,ACC98301804,P0071,53789.29,2024-05-20 20:08:37,Canara,Kotak,IMPS,Loan Repayment,No
TXN001430,ACC77171016,P0016,ACC78408689,P0088,17938.32,2023-08-31 17:32:31,ICICI,Union Bank,IMPS,Loan Repayment,No
TXN001431,ACC55658290,P0028,ACC88699165,P0032,522.26,2023-03-01 19:10:38,Union Bank,Axis,Wire,Unknown,No
TXN001432,ACC49386369,P0051,ACC31999265,P0008,1122328.37,2022-07-27 18:02:15,ICICI,HDFC,IMPS,Personal Transfer,No
TXN001433,ACC36724504,P0036,ACC47352869,P0019,13546.33,2024-04-20 00:57:05,HDFC,HDFC,Cash Deposit,Loan Repayment,No
TXN001434,ACC64176956,P0072,ACC52723076,P0064,204412.17,2022-05-17 22:18:22,ICICI,Canara,NEFT,Loan Repayment,No
TXN001435,ACC49386369,P0051,ACC36724504,P0036,25585.66,2022-11-21 02:59:28,Axis,Union Bank,Wire,Business Payment,No
TXN001436,ACC34800234,P0060,ACC54799885,P0064,47985.82,2023-11-04 06:51:53,PNB,Canara,Wire,Loan Repayment,No
TXN001437,ACC86371930,P0084,ACC89291824,P0096,4655.41,2023-09-07 19:47:37,HDFC,Canara,RTGS,Loan Repayment,No
TXN001438,ACC19985429,P0056,ACC94669760,P0085,316360.03,2022-05-21 13:33:55,PNB,HDFC,UPI,Unknown,No
TXN001439,ACC53246831,P0035,ACC74018781,P0078,2666.24,2024-04-12 00:08:41,Union Bank,HDFC,Cash Deposit,Service Fee,No
TXN001440,ACC76878955,P0057,ACC80073291,P0025,4265.08,2022-05-12 03:49:55,PNB,HDFC,Cash Deposit,Business Payment,No
TXN001441,ACC52723076,P0064,ACC83677009,P0069,18713.57,2022-06-04 01:06:25,PNB,Canara,UPI,Personal Transfer,No
TXN001442,ACC97069298,P0040,ACC52723076,P0064,12004.65,2022-11-27 07:43:34,HDFC,Kotak,NEFT,Personal Transfer,No
TXN001443,ACC42022542,P0088,ACC76878955,P0057,1910.16,2023-11-20 08:57:10,SBI,ICICI,IMPS,Unknown,No
TXN001444,ACC53246831,P0035,ACC22771791,P0063,17600.89,2024-01-26 07:11:32,SBI,Union Bank,NEFT,Personal Transfer,No
TXN001445,ACC82085863,P0050,ACC42963378,P0002,1860.26,2023-04-25 15:06:42,ICICI,Axis,Wire,Loan Repayment,No
TXN001446,ACC81780879,P0026,ACC78408689,P0088,270283.47,2023-03-28 12:04:28,ICICI,Union Bank,IMPS,Investment,No
TXN001447,ACC80458179,P0061,ACC13509495,P0059,46703.85,2023-02-03 13:27:06,PNB,Axis,Cash Deposit,Personal Transfer,Yes
TXN001448,ACC80073291,P0025,ACC52556000,P0049,424520.95,2022-03-02 20:06:13,Kotak,Axis,Wire,Personal Transfer,Yes
TXN001449,ACC30880066,P0012,ACC74018781,P0078,383384.67,2023-06-01 05:57:18,Union Bank,Union Bank,RTGS,Personal Transfer,Yes
TXN001450,ACC70571332,P0015,ACC81780879,P0026,3213.6,2023-12-07 19:07:09,Union Bank,PNB,Cash Deposit,Personal Transfer,Yes
TXN001451,ACC87364623,P0065,ACC76878955,P0057,2578.82,2024-03-19 23:05:26,ICICI,ICICI,NEFT,Service Fee,No
TXN001452,ACC53990376,P0060,ACC47352869,P0019,425372.1,2024-06-16 06:25:17,Kotak,Kotak,RTGS,Service Fee,No
TXN001453,ACC46111036,P0075,ACC57816281,P0020,1637.97,2023-10-09 01:29:40,ICICI,ICICI,UPI,Investment,Yes
TXN001454,ACC89575745,P0045,ACC50241177,P0058,1260906.4,2023-07-13 10:42:30,HDFC,SBI,Cash Deposit,Personal Transfer,No
TXN001455,ACC43424331,P0098,ACC83847719,P0068,1849268.58,2022-08-05 20:08:21,Canara,Union Bank,UPI,Loan Repayment,No
TXN001456,ACC15467685,P0073,ACC47113201,P0067,1487105.1,2023-11-01 00:15:18,Kotak,Canara,Wire,Personal Transfer,No
TXN001457,ACC61979251,P0035,ACC50292848,P0052,1641074.88,2024-05-26 16:18:52,HDFC,PNB,IMPS,Goods Purchase,No
TXN001458,ACC70788473,P0037,ACC28444834,P0061,1044.89,2024-04-17 16:23:06,Union Bank,Canara,Cash Deposit,Goods Purchase,No
TXN001459,ACC34510701,P0065,ACC87364623,P0065,23377.46,2023-12-24 07:28:47,PNB,ICICI,RTGS,Unknown,No
TXN001460,ACC82085863,P0050,ACC38320949,P0092,11285.23,2022-11-30 02:46:16,PNB,PNB,UPI,Unknown,No
TXN001461,ACC14882771,P0037,ACC21007045,P0082,3385.28,2022-10-19 04:59:27,Kotak,Axis,NEFT,Personal Transfer,Yes
TXN001462,ACC94669760,P0085,ACC95768162,P0011,14930.57,2022-05-05 00:39:49,Axis,PNB,Wire,Service Fee,No
TXN001463,ACC81264557,P0056,ACC53246831,P0035,337082.62,2023-08-05 12:57:08,Kotak,SBI,UPI,Service Fee,No
TXN001464,ACC34800234,P0060,ACC14882771,P0037,260526.97,2024-02-09 15:25:29,SBI,SBI,UPI,Unknown,No
TXN001465,ACC81264557,P0056,ACC55626134,P0055,49124.39,2023-03-18 21:52:00,Kotak,Axis,Cash Deposit,Investment,Yes
TXN001466,ACC38502474,P0030,ACC34510701,P0065,197140.67,2024-03-17 20:27:10,Union Bank,ICICI,UPI,Investment,Yes
TXN001467,ACC68035954,P0029,ACC99198449,P0039,40012.76,2023-05-15 07:40:19,Canara,ICICI,UPI,Business Payment,No
TXN001468,ACC23941705,P0085,ACC76353912,P0034,1457050.34,2023-03-03 12:06:02,PNB,HDFC,IMPS,Unknown,No
TXN001469,ACC47352869,P0019,ACC26730079,P0099,753209.56,2024-02-15 23:47:33,Union Bank,ICICI,IMPS,Loan Repayment,Yes
TXN001470,ACC26072981,P0047,ACC44654107,P0004,408341.33,2022-03-27 16:27:39,PNB,Canara,NEFT,Personal Transfer,No
TXN001471,ACC82085863,P0050,ACC30880066,P0012,4325.42,2023-07-12 07:34:01,HDFC,Canara,Cash Deposit,Goods Purchase,No
TXN001472,ACC52556000,P0049,ACC94669760,P0085,8065.27,2023-05-21 15:38:50,Axis,SBI,NEFT,Service Fee,No
TXN001473,ACC38502474,P0030,ACC67237068,P0007,845.5,2022-01-07 20:09:15,HDFC,PNB,RTGS,Personal Transfer,No
TXN001474,ACC36724504,P0036,ACC28222781,P0045,4161.6,2022-10-26 00:37:35,ICICI,HDFC,RTGS,Investment,No
TXN001475,ACC84820714,P0034,ACC28222781,P0045,1049.87,2022-07-07 19:22:38,SBI,Axis,NEFT,Goods Purchase,No
TXN001476,ACC32732400,P0087,ACC50241177,P0058,2294.84,2023-12-08 03:41:37,HDFC,Union Bank,UPI,Service Fee,No
TXN001477,ACC97069298,P0040,ACC40434030,P0033,43247.12,2024-03-13 16:58:49,Union Bank,HDFC,IMPS,Business Payment,No
TXN001478,ACC17370298,P0052,ACC42022542,P0088,1870.0,2024-01-03 22:35:28,SBI,ICICI,UPI,Personal Transfer,Yes
TXN001479,ACC61979251,P0035,ACC31999265,P0008,4296.95,2024-05-31 17:59:46,Axis,Kotak,Wire,Goods Purchase,Yes
TXN001480,ACC21599659,P0023,ACC76353912,P0034,4268.19,2023-01-19 19:55:45,Axis,ICICI,IMPS,Goods Purchase,No
TXN001481,ACC26730079,P0099,ACC22881862,P0043,1567098.26,2022-06-14 11:09:41,SBI,ICICI,NEFT,Personal Transfer,No
TXN001482,ACC62060463,P0021,ACC74018781,P0078,20584.51,2022-06-21 12:31:43,SBI,HDFC,Wire,Service Fee,No
TXN001483,ACC64176956,P0072,ACC89303061,P0081,1884510.85,2024-01-25 04:38:00,ICICI,PNB,NEFT,Loan Repayment,No
TXN001484,ACC87402122,P0090,ACC49935956,P0071,4436.03,2022-06-24 05:02:39,Kotak,HDFC,UPI,Goods Purchase,No
TXN001485,ACC99198449,P0039,ACC49234073,P0005,212456.3,2024-03-09 02:03:42,PNB,SBI,UPI,Loan Repayment,No
TXN001486,ACC20694051,P0001,ACC28281865,P0095,1119290.66,2023-04-03 01:14:50,Union Bank,Kotak,UPI,Investment,Yes
TXN001487,ACC78408689,P0088,ACC30880066,P0012,1994283.02,2023-02-07 08:42:18,SBI,PNB,Cash Deposit,Personal Transfer,No
TXN001488,ACC53990376,P0060,ACC42963378,P0002,1181843.63,2022-09-06 23:08:35,ICICI,SBI,NEFT,Service Fee,Yes
TXN001489,ACC85351481,P0044,ACC81780879,P0026,9857.3,2022-09-19 00:27:57,Axis,Canara,Cash Deposit,Business Payment,No
TXN001490,ACC82788896,P0010,ACC20581573,P0066,596323.94,2023-10-16 22:53:17,Union Bank,HDFC,Wire,Business Payment,No
TXN001491,ACC30880066,P0012,ACC98301804,P0071,1159899.87,2023-06-07 17:25:12,HDFC,ICICI,IMPS,Service Fee,No
TXN001492,ACC89303061,P0081,ACC65777619,P0006,1885.58,2023-08-15 01:58:07,HDFC,Kotak,IMPS,Goods Purchase,No
TXN001493,ACC10709540,P0089,ACC64176956,P0072,23724.18,2022-10-02 18:25:47,SBI,HDFC,UPI,Business Payment,Yes
TXN001494,ACC64017185,P0030,ACC22352071,P0020,1849245.01,2024-02-16 01:08:56,ICICI,Axis,Cash Deposit,Business Payment,No
TXN001495,ACC54799885,P0064,ACC21438741,P0042,27716.07,2022-11-27 06:46:09,SBI,PNB,Wire,Unknown,No
TXN001496,ACC89291824,P0096,ACC52556000,P0049,1041141.37,2022-06-28 14:10:39,Axis,Axis,Wire,Goods Purchase,No
TXN001497,ACC94669760,P0085,ACC44654107,P0004,45551.37,2023-08-13 16:25:42,Canara,Axis,Wire,Unknown,Yes
TXN001498,ACC19985429,P0056,ACC83291553,P0070,17869.9,2022-11-23 23:48:25,PNB,ICICI,Wire,Personal Transfer,Yes
TXN001499,ACC81751708,P0017,ACC97018401,P0100,23733.86,2023-04-30 07:21:55,Axis,Axis,IMPS,Business Payment,No
TXN001500,ACC38502474,P0030,ACC42152047,P0013,4334.45,2022-04-30 08:44:56,ICICI,HDFC,IMPS,Investment,No
TXN001501,ACC26072981,P0047,ACC23438230,P0062,756990.91,2022-07-06 06:12:23,Union Bank,SBI,IMPS,Loan Repayment,No
TXN001502,ACC20581573,P0066,ACC87364623,P0065,458492.06,2022-07-28 08:55:18,ICICI,HDFC,NEFT,Business Payment,No
TXN001503,ACC80458179,P0061,ACC95641687,P0049,496232.01,2022-06-20 02:40:35,Kotak,ICICI,Wire,Service Fee,No
TXN001504,ACC20692205,P0069,ACC85351481,P0044,2775.5,2023-02-22 08:48:31,ICICI,Kotak,Wire,Investment,No
TXN001505,ACC76353912,P0034,ACC80192532,P0089,12808.82,2023-10-30 19:39:33,Union Bank,PNB,Wire,Unknown,No
TXN001506,ACC87364623,P0065,ACC89575745,P0045,192237.98,2023-10-29 02:51:33,Axis,Kotak,UPI,Unknown,No
TXN001507,ACC85351481,P0044,ACC30880066,P0012,449892.83,2024-01-28 06:04:01,HDFC,ICICI,IMPS,Investment,No
TXN001508,ACC89575745,P0045,ACC39315551,P0086,490315.54,2022-07-30 23:03:52,HDFC,Kotak,Wire,Investment,No
TXN001509,ACC28373284,P0076,ACC46111036,P0075,539727.43,2022-09-06 23:28:58,Kotak,HDFC,RTGS,Service Fee,No
TXN001510,ACC38320949,P0092,ACC78408689,P0088,1007248.05,2022-03-21 08:28:05,PNB,SBI,NEFT,Business Payment,No
TXN001511,ACC50241177,P0058,ACC20694051,P0001,86628.49,2024-02-19 01:11:58,Union Bank,ICICI,Cash Deposit,Service Fee,Yes
TXN001512,ACC43424331,P0098,ACC22477883,P0074,48300.81,2022-04-26 05:03:35,Canara,HDFC,IMPS,Goods Purchase,Yes
TXN001513,ACC44225424,P0100,ACC60946520,P0054,1092544.26,2023-09-25 19:52:40,Union Bank,Kotak,RTGS,Business Payment,No
TXN001514,ACC70571332,P0015,ACC50292848,P0052,1088384.88,2022-08-17 15:10:15,Canara,HDFC,Wire,Loan Repayment,Yes
TXN001515,ACC47113201,P0067,ACC18979241,P0033,194925.83,2023-04-13 10:42:30,Canara,Axis,UPI,Goods Purchase,Yes
TXN001516,ACC80192532,P0089,ACC18979241,P0033,1216790.67,2023-11-07 19:41:34,Axis,Canara,UPI,Investment,No
TXN001517,ACC94669760,P0085,ACC81264557,P0056,216037.32,2024-01-18 21:34:06,PNB,SBI,IMPS,Service Fee,No
TXN001518,ACC42152047,P0013,ACC85351481,P0044,383933.57,2024-02-25 17:40:26,Canara,Canara,Wire,Business Payment,Yes
TXN001519,ACC46111036,P0075,ACC97069298,P0040,1089193.7,2022-12-01 02:51:10,HDFC,SBI,NEFT,Unknown,No
TXN001520,ACC81780879,P0026,ACC49890367,P0070,1243.38,2023-06-24 00:56:50,ICICI,Kotak,IMPS,Unknown,No
TXN001521,ACC46245645,P0014,ACC80192532,P0089,334941.12,2022-09-04 10:10:51,Kotak,Axis,UPI,Service Fee,No
TXN001522,ACC34800234,P0060,ACC48759195,P0009,237810.34,2024-03-03 10:29:57,Axis,Union Bank,IMPS,Unknown,No
TXN001523,ACC64017185,P0030,ACC34800234,P0060,198931.0,2023-03-06 14:50:37,SBI,HDFC,Wire,Investment,No
TXN001524,ACC18979241,P0033,ACC38502474,P0030,335541.28,2023-07-31 21:48:54,Canara,PNB,RTGS,Personal Transfer,Yes
TXN001525,ACC49935956,P0071,ACC10709540,P0089,1646.58,2022-05-26 01:52:14,PNB,Kotak,NEFT,Investment,No
TXN001526,ACC46245645,P0014,ACC95641687,P0049,371524.4,2022-05-27 13:36:47,PNB,Union Bank,IMPS,Personal Transfer,Yes
TXN001527,ACC23438230,P0062,ACC70571332,P0015,1806120.42,2023-12-24 07:21:10,Kotak,Canara,NEFT,Loan Repayment,No
TXN001528,ACC74018781,P0078,ACC88699165,P0032,7679.79,2022-07-29 08:56:26,HDFC,HDFC,Cash Deposit,Unknown,No
TXN001529,ACC80837586,P0094,ACC42022542,P0088,130801.15,2023-09-10 06:42:13,SBI,Kotak,NEFT,Goods Purchase,Yes
TXN001530,ACC25216365,P0015,ACC27000208,P0087,44793.98,2024-04-28 23:51:43,Axis,SBI,Cash Deposit,Service Fee,No
TXN001531,ACC28377021,P0053,ACC17370298,P0052,1479037.29,2022-02-25 21:11:43,SBI,Axis,NEFT,Personal Transfer,No
TXN001532,ACC97018401,P0100,ACC43424331,P0098,12125.56,2023-03-02 15:46:46,Canara,Union Bank,UPI,Service Fee,No
TXN001533,ACC21007045,P0082,ACC89575745,P0045,479359.7,2022-12-23 09:21:39,SBI,Axis,IMPS,Unknown,No
TXN001534,ACC34800234,P0060,ACC55728427,P0047,1409.19,2022-05-24 12:39:13,PNB,PNB,RTGS,Personal Transfer,No
TXN001535,ACC87622366,P0097,ACC36061115,P0026,16227.0,2023-01-09 21:47:04,Kotak,PNB,IMPS,Goods Purchase,No
TXN001536,ACC86371930,P0084,ACC49234073,P0005,1700421.04,2022-01-15 12:28:18,HDFC,PNB,Wire,Business Payment,No
TXN001537,ACC19985429,P0056,ACC87402122,P0090,1856703.85,2022-10-20 17:15:47,Kotak,ICICI,UPI,Goods Purchase,Yes
TXN001538,ACC21007045,P0082,ACC84300929,P0046,1350178.34,2022-06-22 11:10:42,SBI,ICICI,RTGS,Goods Purchase,No
TXN001539,ACC87402122,P0090,ACC86630175,P0038,122363.61,2023-06-28 17:38:57,HDFC,Kotak,Cash Deposit,Loan Repayment,No
TXN001540,ACC83291553,P0070,ACC28444834,P0061,368091.13,2024-05-06 12:42:18,Kotak,Canara,IMPS,Service Fee,No
TXN001541,ACC55658290,P0028,ACC85351481,P0044,5265.73,2022-11-07 04:56:56,Canara,Union Bank,Cash Deposit,Loan Repayment,No
TXN001542,ACC26072981,P0047,ACC42022542,P0088,1204889.1,2023-09-06 21:22:48,SBI,HDFC,Wire,Loan Repayment,No
TXN001543,ACC43229057,P0082,ACC95768162,P0011,32722.95,2024-02-16 20:21:57,SBI,ICICI,Cash Deposit,Goods Purchase,No
TXN001544,ACC42152047,P0013,ACC81264557,P0056,548677.92,2022-09-05 08:44:54,Canara,SBI,Wire,Personal Transfer,No
TXN001545,ACC66394418,P0074,ACC62060463,P0021,18413.27,2024-04-01 21:47:05,Canara,Kotak,IMPS,Investment,No
TXN001546,ACC76353912,P0034,ACC32732400,P0087,34141.87,2024-06-09 04:48:35,Canara,Union Bank,Wire,Unknown,No
TXN001547,ACC57816281,P0020,ACC52723076,P0064,3560.25,2022-12-22 11:47:29,HDFC,PNB,IMPS,Service Fee,No
TXN001548,ACC22477883,P0074,ACC72451136,P0017,4368.22,2023-08-03 07:26:59,Axis,Canara,IMPS,Investment,No
TXN001549,ACC23438230,P0062,ACC47113201,P0067,36302.11,2022-08-01 18:21:26,Axis,ICICI,RTGS,Loan Repayment,No
TXN001550,ACC81751708,P0017,ACC35172528,P0090,1168.66,2022-05-29 20:45:27,Union Bank,Kotak,Cash Deposit,Service Fee,No
TXN001551,ACC32732400,P0087,ACC97018401,P0100,1261201.65,2024-01-28 06:05:36,Canara,Axis,NEFT,Loan Repayment,No
TXN001552,ACC42022542,P0088,ACC10446705,P0013,14218.96,2022-07-04 11:52:36,HDFC,Canara,IMPS,Personal Transfer,No
TXN001553,ACC42963378,P0002,ACC31782481,P0024,1103.64,2022-04-24 15:24:13,HDFC,HDFC,Cash Deposit,Service Fee,Yes
TXN001554,ACC28373284,P0076,ACC28222781,P0045,57640.68,2022-08-20 12:00:26,ICICI,ICICI,RTGS,Business Payment,No
TXN001555,ACC53246831,P0035,ACC54799885,P0064,381608.35,2023-02-05 19:46:18,ICICI,Kotak,NEFT,Business Payment,No
TXN001556,ACC12777085,P0003,ACC48759195,P0009,38502.17,2022-11-12 16:11:45,Union Bank,Kotak,Wire,Investment,No
TXN001557,ACC53990376,P0060,ACC80073291,P0025,3575.8,2023-07-25 16:44:48,ICICI,SBI,RTGS,Service Fee,Yes
TXN001558,ACC20694051,P0001,ACC19227140,P0076,994272.81,2022-05-23 21:04:35,PNB,Axis,Wire,Goods Purchase,No
TXN001559,ACC83189524,P0022,ACC22352071,P0020,3451.38,2024-04-08 06:40:25,Canara,Canara,UPI,Personal Transfer,No
TXN001560,ACC55626134,P0055,ACC39315551,P0086,160818.48,2023-08-19 16:17:21,SBI,Axis,RTGS,Goods Purchase,No
TXN001561,ACC30880066,P0012,ACC40434030,P0033,32054.79,2023-05-18 11:13:22,Axis,HDFC,Wire,Personal Transfer,No
TXN001562,ACC55728427,P0047,ACC23438230,P0062,995033.52,2024-04-30 03:37:40,PNB,SBI,Wire,Personal Transfer,No
TXN001563,ACC47113201,P0067,ACC15467685,P0073,600588.43,2022-12-04 04:18:54,Kotak,HDFC,Cash Deposit,Loan Repayment,No
TXN001564,ACC87402122,P0090,ACC85351481,P0044,2784.55,2022-12-02 03:17:37,Union Bank,Union Bank,UPI,Investment,No
TXN001565,ACC47352869,P0019,ACC28222781,P0045,435703.28,2022-05-21 16:57:10,ICICI,Canara,NEFT,Service Fee,Yes
TXN001566,ACC53990376,P0060,ACC52556000,P0049,30359.91,2023-07-31 09:35:54,Kotak,Kotak,RTGS,Goods Purchase,No
TXN001567,ACC50241177,P0058,ACC34847621,P0083,41395.44,2023-07-10 17:54:27,PNB,PNB,NEFT,Service Fee,No
TXN001568,ACC57816281,P0020,ACC47113201,P0067,37411.83,2022-08-02 18:44:41,PNB,Axis,UPI,Service Fee,No
TXN001569,ACC21599659,P0023,ACC17370298,P0052,63810.93,2023-11-19 07:26:02,Union Bank,SBI,UPI,Personal Transfer,No
TXN001570,ACC94767925,P0027,ACC67237068,P0007,4560.72,2022-03-10 05:00:48,Canara,Canara,UPI,Investment,No
TXN001571,ACC24346658,P0080,ACC93359286,P0031,249709.22,2023-05-31 07:57:24,PNB,Canara,UPI,Business Payment,No
TXN001572,ACC62060463,P0021,ACC20694051,P0001,34670.87,2023-08-27 13:31:30,SBI,PNB,IMPS,Investment,No
TXN001573,ACC70788473,P0037,ACC28222781,P0045,318646.55,2022-10-05 13:57:35,Union Bank,Axis,Wire,Goods Purchase,No
TXN001574,ACC52723076,P0064,ACC38320949,P0092,106030.38,2022-08-06 03:08:37,ICICI,Canara,UPI,Personal Transfer,No
TXN001575,ACC82085863,P0050,ACC42022542,P0088,3998.1,2022-11-10 00:54:05,Kotak,Canara,NEFT,Service Fee,No
TXN001576,ACC23941705,P0085,ACC23349287,P0003,683.98,2023-04-07 06:33:32,PNB,Kotak,UPI,Investment,No
TXN001577,ACC81264557,P0056,ACC10709540,P0089,1773.76,2023-07-22 19:17:06,Axis,HDFC,Cash Deposit,Unknown,No
TXN001578,ACC20692205,P0069,ACC10709540,P0089,99144.73,2022-10-28 04:59:42,Kotak,ICICI,IMPS,Goods Purchase,No
TXN001579,ACC83189524,P0022,ACC47352869,P0019,68832.32,2024-05-30 23:00:36,Kotak,ICICI,Wire,Unknown,No
TXN001580,ACC25216365,P0015,ACC84820714,P0034,1910.81,2024-01-17 21:14:48,ICICI,Axis,Cash Deposit,Unknown,No
TXN001581,ACC46111036,P0075,ACC23941705,P0085,24359.27,2024-05-11 23:33:36,PNB,HDFC,RTGS,Service Fee,No
TXN001582,ACC44654107,P0004,ACC97069298,P0040,826801.21,2022-10-21 09:42:44,Axis,SBI,Cash Deposit,Business Payment,Yes
TXN001583,ACC14882771,P0037,ACC51861461,P0073,806792.83,2023-12-24 00:11:24,Canara,Axis,Cash Deposit,Personal Transfer,No
TXN001584,ACC94669760,P0085,ACC29570681,P0024,18901.28,2022-08-17 03:04:52,Union Bank,Canara,NEFT,Loan Repayment,No
TXN001585,ACC89303061,P0081,ACC15467685,P0073,27198.18,2024-02-21 01:55:14,SBI,ICICI,Cash Deposit,Investment,No
TXN001586,ACC58469806,P0079,ACC82085863,P0050,650.73,2022-08-03 13:00:24,Union Bank,Union Bank,Cash Deposit,Investment,No
TXN001587,ACC18979241,P0033,ACC52556000,P0049,467966.97,2024-02-08 14:04:12,Canara,Kotak,Cash Deposit,Service Fee,No
TXN001588,ACC39315551,P0086,ACC14359404,P0048,974532.52,2022-12-31 05:22:28,Kotak,Kotak,Wire,Service Fee,Yes
TXN001589,ACC89291824,P0096,ACC68035954,P0029,4923.94,2023-12-26 03:52:33,PNB,HDFC,NEFT,Service Fee,No
