call_id,caller_number,callee_number,datetime,duration_sec,call_type,tower_city
CL00648,+919391179068,+919607371597,2022-07-23 23:43:57,672,WhatsApp,Nagpur
CL00649,+919549776132,+919391179068,2022-08-22 03:15:47,849,WhatsApp,Pune
CL00650,+918342278523,+918538638860,2023-04-28 18:31:03,897,WhatsApp,Hyderabad
CL00651,+919574081104,+919565778475,2023-02-01 11:08:29,1479,WhatsApp,Bhopal
CL00652,+917779130936,+918518692176,2022-07-27 10:08:02,1422,Voice,Chennai
CL00653,+917261243105,+919549776132,2024-05-22 14:29:26,355,Signal,Hyderabad
CL00654,+919179320310,+917637088959,2024-03-19 20:39:57,353,WhatsApp,Mumbai
CL00655,+917350389989,+919749387529,2023-05-16 06:37:30,1719,Telegram,Chennai
CL00656,+918432410914,+919200510647,2024-01-24 07:15:20,894,WhatsApp,Ahmedabad
CL00657,+918905085701,+919746601166,2023-03-04 01:02:30,1507,Voice,Pune
CL00658,+918394868732,+918338472296,2023-05-06 22:52:06,931,Telegram,Hyderabad
CL00659,+917748381742,+918432410914,2023-12-11 23:26:13,276,Signal,Chennai
CL00660,+917366637148,+919259520140,2022-01-17 15:42:19,336,Telegram,Indore
CL00661,+917294678352,+919574081104,2023-04-20 04:55:45,835,WhatsApp,Nagpur
CL00662,+917609346980,+917907243029,2023-12-22 20:00:55,1289,Voice,Pune
CL00663,+919825363606,+918394868732,2022-02-03 09:27:48,557,WhatsApp,Nagpur
CL00664,+919529104043,+919825363606,2024-01-24 01:32:58,1386,Signal,Delhi
CL00665,+919549776132,+918615742667,2023-01-10 14:39:02,753,Signal,Bangalore
CL00666,+917110724913,+918847136322,2022-05-22 10:15:34,237,Telegram,Surat
CL00667,+917981372436,+918607610633,2022-11-25 11:57:17,1036,Telegram,Chennai
CL00668,+917621430136,+917749459431,2023-01-17 11:28:31,1031,Voice,Jaipur
CL00669,+919654827789,+918510308881,2023-04-08 19:23:51,1383,Voice,Hyderabad
CL00670,+917877990647,+917544423789,2022-03-24 12:57:11,595,Voice,Mumbai
CL00671,+919514122177,+918816499958,2022-04-25 22:09:31,313,WhatsApp,Lucknow
CL00672,+917881351238,+919179320310,2023-03-03 21:34:59,275,Telegram,Kolkata
CL00673,+919607371597,+919263164755,2024-01-26 20:01:18,392,Voice,Delhi
CL00674,+919036965074,+919749387529,2023-10-23 10:26:37,707,Signal,Jaipur
CL00675,+918394868732,+917454678712,2023-04-01 14:19:36,275,Signal,Bangalore
CL00676,+919412411754,+917655579180,2023-05-11 11:18:49,1736,Voice,Bangalore
CL00677,+917026224160,+919578741716,2023-04-12 05:39:59,334,Signal,Bangalore
CL00678,+918635971911,+917346992476,2022-06-15 07:07:02,653,WhatsApp,Jaipur
CL00679,+919412411754,+917609346980,2022-07-08 06:35:45,76,Signal,Kolkata
CL00680,+919946766309,+917131671246,2023-04-05 17:10:34,622,Voice,Delhi
CL00681,+917225953184,+918705407682,2024-02-26 04:29:59,660,WhatsApp,Delhi
CL00682,+918875662813,+918873548915,2022-12-06 20:45:18,975,Signal,Nagpur
CL00683,+919946766309,+919263164755,2022-12-13 22:07:46,985,Voice,Bangalore
CL00684,+919529182928,+919163970710,2022-11-12 00:25:39,1727,WhatsApp,Jaipur
CL00685,+917779130936,+919259520140,2022-12-01 01:38:41,404,WhatsApp,Nagpur
CL00686,+917220959215,+919367966782,2022-01-24 02:34:54,917,Voice,Lucknow
CL00687,+918338472296,+919795665767,2023-05-18 10:38:38,1052,Voice,Bhopal
CL00688,+919432330583,+919437795758,2022-06-01 22:54:27,762,Telegram,Kolkata
CL00689,+918432410914,+919578741716,2022-12-20 11:19:28,1795,Voice,Hyderabad
CL00690,+919263164755,+919843005049,2024-04-02 14:18:10,1655,Telegram,Surat
CL00691,+919843005049,+918724932977,2024-05-05 18:38:05,299,WhatsApp,Chennai
CL00692,+917033199694,+917494665880,2022-12-10 02:59:37,1553,Telegram,Mumbai
CL00693,+919746601166,+919653594796,2023-10-17 08:26:11,1143,Telegram,Surat
CL00694,+918724932977,+917923517027,2022-07-10 12:18:35,1009,Voice,Indore
CL00695,+917464794418,+917309561891,2023-07-27 23:29:14,59,Voice,Bangalore
CL00696,+918415818695,+919820660931,2023-10-18 20:30:07,1344,Signal,Pune
CL00697,+919565778475,+919869245055,2023-12-06 20:15:01,249,Signal,Jaipur
CL00698,+917110724913,+919432330583,2023-08-19 15:36:27,1783,Signal,Bhopal
CL00699,+917033199694,+919641863774,2023-01-18 16:46:36,40,Signal,Bangalore
CL00700,+919320207740,+919946766309,2022-11-24 14:56:44,282,Signal,Bangalore
CL00701,+917621430136,+918518692176,2023-01-05 13:40:58,734,Voice,Chennai
CL00702,+918510308881,+918394868732,2023-10-17 02:32:12,1574,WhatsApp,Nagpur
CL00703,+917488120041,+919514122177,2023-07-11 10:55:20,1698,Signal,Chennai
CL00704,+919432330583,+917488120041,2023-07-02 18:22:52,299,Voice,Bangalore
CL00705,+918843761970,+919578741716,2023-01-17 15:26:21,338,Voice,Hyderabad
CL00706,+917346992476,+917181686832,2022-08-15 06:50:57,1149,Voice,Pune
CL00707,+917877990647,+918021908455,2022-04-30 04:59:01,987,Signal,Chennai
CL00708,+919432330583,+918724932977,2024-04-16 14:56:38,1076,Signal,Bangalore
CL00709,+917464794418,+919380304322,2024-02-02 03:14:08,1759,WhatsApp,Surat
CL00710,+917655579180,+919389142017,2022-05-09 06:08:05,875,Voice,Mumbai
CL00711,+917540838949,+918632978535,2024-02-15 13:02:12,225,Voice,Nagpur
CL00712,+919472866768,+918076551580,2023-04-26 03:58:16,93,Voice,Chennai
CL00713,+917091729577,+917488120041,2024-03-12 03:58:38,425,WhatsApp,Bangalore
CL00714,+918507634128,+919380304322,2022-04-03 04:54:47,573,Signal,Kolkata
CL00715,+918181184718,+917181686832,2024-03-10 23:39:15,1039,Voice,Mumbai
CL00716,+918432410914,+918394868732,2022-08-11 22:12:18,356,Voice,Surat
CL00717,+919045460840,+918947762953,2023-06-01 22:30:23,1434,WhatsApp,Jaipur
CL00718,+919204340231,+918948692883,2024-05-04 11:24:27,443,WhatsApp,Pune
CL00719,+919549776132,+918843023757,2022-05-07 14:07:33,283,Telegram,Nagpur
CL00720,+919432330583,+918341957809,2023-07-25 23:02:05,676,Telegram,Mumbai
CL00721,+918615742667,+919578741716,2023-04-13 19:47:19,1412,Telegram,Hyderabad
CL00722,+919529182928,+919653594796,2022-10-25 13:12:54,147,Telegram,Bhopal
CL00723,+917609346980,+919565778475,2022-01-14 21:31:43,220,Telegram,Jaipur
CL00724,+919749387529,+917748381742,2022-05-03 04:25:25,1428,Voice,Surat
CL00725,+919355172948,+917749459431,2023-01-08 06:21:12,1223,Telegram,Mumbai
CL00726,+919036965074,+918173242669,2024-01-13 15:17:48,1466,Signal,Nagpur
CL00727,+919560761628,+917779130936,2023-05-03 21:38:25,997,Signal,Bangalore
CL00728,+919574081104,+919204340231,2022-05-06 08:31:31,477,WhatsApp,Delhi
CL00729,+919045460840,+917621430136,2024-04-30 02:31:43,59,WhatsApp,Pune
CL00730,+919391179068,+917346992476,2022-11-07 19:39:06,1561,Voice,Bhopal
CL00731,+919749387529,+917309561891,2024-03-22 14:12:18,1360,Telegram,Jaipur
CL00732,+918873548915,+919412411754,2023-07-10 10:51:55,1112,Voice,Nagpur
CL00733,+917889734128,+918846465000,2024-06-20 03:24:28,649,Telegram,Jaipur
CL00734,+917877990647,+918000721711,2022-02-03 05:35:42,1767,Signal,Surat
CL00735,+919514122177,+919869245055,2023-03-18 04:19:45,801,Telegram,Nagpur
CL00736,+919549776132,+919869245055,2023-11-07 17:43:34,1176,Telegram,Jaipur
CL00737,+917637088959,+918873548915,2022-02-27 12:16:31,1215,Telegram,Ahmedabad
CL00738,+917026224160,+919578741716,2022-11-25 01:01:37,97,WhatsApp,Indore
CL00739,+919823273703,+918507634128,2024-04-08 23:37:01,1572,Signal,Pune
CL00740,+917488120041,+919200510647,2022-12-20 11:26:22,120,WhatsApp,Hyderabad
CL00741,+917288335378,+918196441373,2023-08-30 02:58:44,139,Signal,Mumbai
CL00742,+919978436070,+919355172948,2022-01-21 17:20:02,948,Telegram,Ahmedabad
CL00743,+919472866768,+919607371597,2022-10-01 00:44:30,1209,Voice,Kolkata
CL00744,+917394096254,+918464137110,2022-11-27 18:06:51,1005,Voice,Surat
CL00745,+918847136322,+919978436070,2023-05-24 16:51:48,1371,Signal,Bangalore
CL00746,+919820660931,+919823273703,2023-03-23 06:31:40,1740,Voice,Indore
CL00747,+919961852565,+918947762953,2022-10-22 08:03:19,1179,Telegram,Nagpur
CL00748,+918607610633,+919259520140,2024-01-05 18:06:37,694,Signal,Mumbai
CL00749,+918394868732,+917033199694,2023-03-14 06:22:50,162,Signal,Lucknow
CL00750,+919820660931,+918846465000,2023-11-11 17:20:12,853,Telegram,Chennai
CL00751,+919472866768,+919574081104,2023-11-19 17:11:56,43,WhatsApp,Ahmedabad
CL00752,+918705407682,+918947762953,2023-11-08 23:29:17,1311,Telegram,Ahmedabad
CL00753,+918076551580,+919749387529,2022-07-25 11:29:09,497,WhatsApp,Surat
CL00754,+919820660931,+919912923661,2023-02-25 10:55:53,136,WhatsApp,Indore
CL00755,+917350389989,+919877685081,2024-04-23 09:41:10,530,WhatsApp,Pune
CL00756,+917366637148,+919163970710,2022-06-03 06:01:15,1637,Signal,Jaipur
CL00757,+917988317990,+919912923661,2023-03-09 20:57:02,418,WhatsApp,Chennai
CL00758,+917261243105,+919380304322,2022-09-22 08:42:35,365,Voice,Surat
CL00759,+917988317990,+917881351238,2022-02-26 02:20:38,615,Voice,Pune
CL00760,+919823273703,+919259520140,2023-02-11 23:53:08,488,Voice,Ahmedabad
CL00761,+917181686832,+919641863774,2023-06-19 21:53:37,1592,Signal,Jaipur
CL00762,+919259520140,+917288335378,2023-09-07 03:49:51,646,Signal,Indore
CL00763,+918464137110,+917288335378,2023-03-10 06:09:06,363,WhatsApp,Chennai
CL00764,+919090071756,+919653594796,2022-09-18 18:03:31,1097,Signal,Surat
CL00765,+919549776132,+919670283403,2023-07-13 13:30:43,509,Signal,Nagpur
CL00766,+919946766309,+919432330583,2023-05-02 22:23:52,636,Voice,Bhopal
CL00767,+917889734128,+917621430136,2023-12-09 21:15:16,1136,Telegram,Chennai
CL00768,+919432330583,+919829967158,2023-07-02 07:54:28,800,Voice,Pune
CL00769,+919518848328,+917464794418,2022-04-03 07:19:13,1765,WhatsApp,Jaipur
CL00770,+919670283403,+919653594796,2024-03-19 01:17:55,169,Telegram,Jaipur
CL00771,+917350389989,+919825363606,2024-01-05 13:56:58,1684,Voice,Indore
CL00772,+918181184718,+919412411754,2023-06-03 02:22:26,1238,Signal,Jaipur
CL00773,+919380304322,+917621430136,2023-10-19 20:11:40,913,WhatsApp,Delhi
CL00774,+919560761628,+917923517027,2023-10-06 09:20:36,173,Voice,Bangalore
CL00775,+918600506062,+918843761970,2024-01-01 20:48:08,1739,Telegram,Nagpur
CL00776,+919670283403,+917947119487,2023-05-05 23:08:16,360,Signal,Nagpur
CL00777,+919578741716,+919367966782,2022-03-28 13:23:11,810,Telegram,Indore
CL00778,+918607610633,+917881351238,2022-01-24 17:41:39,1288,WhatsApp,Mumbai
CL00779,+917907243029,+919367966782,2022-09-26 22:54:10,106,Telegram,Ahmedabad
CL00780,+919200510647,+919412411754,2022-06-02 02:23:10,1166,Voice,Delhi
CL00781,+917494665880,+919912923661,2024-03-02 14:52:43,1017,Voice,Hyderabad
CL00782,+918847136322,+917491404673,2024-06-01 08:18:47,1017,Telegram,Bangalore
CL00783,+918846465000,+918847136322,2023-09-07 06:52:18,1493,WhatsApp,Pune
CL00784,+918948692883,+919653594796,2024-03-22 04:01:18,541,WhatsApp,Ahmedabad
CL00785,+917947119487,+918600506062,2023-01-14 18:43:41,943,Voice,Delhi
CL00786,+918243165953,+917261243105,2024-06-11 10:44:25,1411,WhatsApp,Surat
CL00787,+918615742667,+918173242669,2024-01-24 19:16:04,200,Voice,Delhi
CL00788,+919825363606,+917288335378,2023-04-28 11:38:42,1648,Voice,Delhi
CL00789,+917558841618,+918873548915,2023-09-27 12:19:25,1379,Signal,Bangalore
CL00790,+917633740357,+919565778475,2022-09-24 05:32:31,699,Telegram,Bangalore
CL00791,+917544423789,+919670283403,2023-12-29 16:27:09,538,Voice,Kolkata
CL00792,+919559721644,+918967277638,2023-05-27 08:47:23,885,Signal,Chennai
CL00793,+918415818695,+918843761970,2022-11-17 13:57:10,651,Telegram,Nagpur
CL00794,+918905085701,+919090071756,2022-02-24 06:09:03,475,WhatsApp,Delhi
CL00795,+918243165953,+919412411754,2022-06-17 22:29:27,242,Telegram,Delhi
CL00796,+919263164755,+917779130936,2023-12-28 17:31:29,1014,Voice,Indore
CL00797,+919946766309,+919829967158,2022-12-24 02:13:55,586,WhatsApp,Indore
CL00798,+919355172948,+917334417350,2024-04-22 08:36:57,1363,WhatsApp,Ahmedabad
CL00799,+919746601166,+917494665880,2024-02-25 18:11:26,162,WhatsApp,Nagpur
CL00800,+918705407682,+917488120041,2024-06-27 10:01:18,1400,Voice,Pune
CL00801,+917131671246,+919204340231,2024-05-07 10:09:01,171,Telegram,Indore
CL00802,+918849649210,+919574081104,2023-10-06 08:38:42,16,Signal,Delhi
CL00803,+917947119487,+919391179068,2024-01-20 23:58:51,1170,WhatsApp,Hyderabad
CL00804,+917012178595,+919578741716,2022-11-27 01:47:04,1125,Telegram,Mumbai
CL00805,+919560761628,+919518848328,2022-07-02 07:49:55,821,Voice,Delhi
CL00806,+917981372436,+918181184718,2023-02-02 12:18:41,1546,WhatsApp,Mumbai
CL00807,+919820660931,+919869245055,2024-03-31 13:47:51,640,WhatsApp,Kolkata
CL00808,+917488120041,+917609346980,2023-06-09 06:31:28,799,Telegram,Chennai
CL00809,+918173242669,+919259520140,2024-02-14 13:51:23,1262,WhatsApp,Pune
CL00810,+919200510647,+919259520140,2022-02-11 16:21:29,1390,WhatsApp,Bhopal
CL00811,+917346992476,+917309561891,2023-06-24 20:41:33,176,Signal,Jaipur
CL00812,+919912923661,+919529104043,2024-03-31 15:19:09,266,Signal,Indore
CL00813,+918600506062,+919749387529,2023-03-14 09:36:03,1133,Voice,Delhi
CL00814,+919472866768,+919204340231,2023-06-07 13:26:06,956,Signal,Kolkata
CL00815,+919518848328,+919529104043,2024-02-27 16:01:07,1521,Telegram,Bangalore
CL00816,+918948692883,+918338472296,2022-02-16 02:26:56,1447,Signal,Kolkata
CL00817,+919574081104,+917947119487,2023-10-01 08:21:58,1789,WhatsApp,Hyderabad
CL00818,+918847692041,+919529104043,2024-02-04 19:16:55,1384,Voice,Pune
CL00819,+919654827789,+917540838949,2022-01-06 12:07:00,356,Telegram,Jaipur
CL00820,+917225953184,+917988317990,2022-11-07 19:52:39,743,Telegram,Nagpur
CL00821,+917464794418,+917544423789,2022-05-09 04:00:12,234,Voice,Surat
CL00822,+917491404673,+917294678352,2022-08-03 15:41:09,1335,WhatsApp,Pune
CL00823,+919961852565,+917491404673,2022-03-30 09:49:29,308,Telegram,Pune
CL00824,+917881351238,+919163970710,2022-06-20 04:47:44,916,Telegram,Jaipur
CL00825,+917881351238,+917947119487,2023-08-23 07:12:18,1171,Telegram,Delhi
CL00826,+919825363606,+917091729577,2022-04-16 20:54:45,889,Telegram,Indore
CL00827,+917309561891,+919529182928,2022-10-25 01:31:25,1000,Telegram,Hyderabad
CL00828,+918076551580,+918394868732,2022-01-20 13:36:20,1138,Voice,Chennai
CL00829,+919843005049,+917033199694,2022-04-30 15:39:41,715,Telegram,Surat
CL00830,+919912923661,+917881351238,2022-06-15 09:46:12,966,Signal,Jaipur
CL00831,+919036965074,+918873548915,2022-08-13 18:58:43,699,Telegram,Bangalore
CL00832,+919179320310,+918464137110,2023-03-03 21:41:47,742,Telegram,Nagpur
CL00833,+918181184718,+917981372436,2022-10-17 22:47:05,1371,Telegram,Bangalore
CL00834,+918635971911,+917923517027,2022-06-10 19:31:06,1630,Telegram,Jaipur
CL00835,+917464794418,+917288335378,2022-08-03 17:03:01,739,Signal,Kolkata
CL00836,+917637088959,+918635971911,2024-04-27 16:02:51,135,Signal,Pune
CL00837,+919163970710,+917655579180,2022-05-04 17:14:31,533,Signal,Nagpur
CL00838,+917026224160,+919559721644,2024-02-28 17:17:57,314,Voice,Surat
CL00839,+917012178595,+919090071756,2024-03-29 14:53:48,232,Voice,Nagpur
CL00840,+918925327382,+917633740357,2023-06-04 03:10:40,246,WhatsApp,Kolkata
CL00841,+917637088959,+918510308881,2023-12-27 14:48:32,1025,Voice,Bangalore
CL00842,+919823273703,+919825363606,2024-04-18 04:07:54,418,Telegram,Pune
CL00843,+919746601166,+917414741061,2024-05-04 15:21:18,1039,WhatsApp,Mumbai
CL00844,+919877685081,+917131671246,2024-01-03 13:23:40,1366,WhatsApp,Bangalore
CL00845,+918394868732,+919607371597,2024-03-17 07:08:51,883,Telegram,Pune
CL00846,+917877990647,+918843761970,2024-03-24 21:23:01,911,WhatsApp,Nagpur
CL00847,+917091729577,+918843761970,2022-03-13 02:21:20,827,WhatsApp,Pune
CL00848,+918076551580,+918338472296,2024-02-17 01:42:59,1318,WhatsApp,Ahmedabad
CL00849,+919320207740,+919749387529,2022-10-30 13:25:56,1399,Signal,Surat
CL00850,+918843023757,+918327079104,2022-01-09 08:57:33,1255,WhatsApp,Surat
CL00851,+917225953184,+917195066088,2023-10-22 06:56:34,1283,Telegram,Surat
CL00852,+918327079104,+917225953184,2024-03-05 06:56:19,177,Voice,Lucknow
CL00853,+919825363606,+918464137110,2024-01-13 23:47:56,263,Signal,Hyderabad
CL00854,+919259520140,+917334417350,2023-07-20 09:33:21,1555,WhatsApp,Delhi
CL00855,+919380304322,+917378514962,2023-08-30 08:15:53,1590,Signal,Surat
CL00856,+918173242669,+918873548915,2022-04-24 23:03:53,768,Signal,Bhopal
CL00857,+918873548915,+917026224160,2022-05-07 01:48:41,260,Telegram,Chennai
CL00858,+919746601166,+919574081104,2022-12-14 07:51:47,1196,WhatsApp,Kolkata
CL00859,+919820660931,+919578741716,2023-11-14 22:36:43,291,Telegram,Lucknow
CL00860,+918600506062,+918925327382,2022-12-02 16:37:12,1690,Signal,Jaipur
CL00861,+919045460840,+919946766309,2023-12-30 13:53:26,172,Voice,Delhi
CL00862,+918173242669,+917133790981,2023-05-03 06:28:04,761,Telegram,Ahmedabad
CL00863,+918843761970,+919437795758,2024-06-11 08:37:31,1308,Telegram,Jaipur
CL00864,+919869245055,+919843005049,2024-04-23 05:09:32,265,Telegram,Surat
CL00865,+917877990647,+917133790981,2023-12-23 16:55:33,246,WhatsApp,Jaipur
CL00866,+917033199694,+917889734128,2024-02-04 05:35:23,248,Telegram,Mumbai
CL00867,+919641863774,+917609346980,2023-08-09 09:02:33,318,Voice,Kolkata
CL00868,+919389142017,+917131671246,2022-11-07 09:31:01,1625,WhatsApp,Bangalore
CL00869,+919607371597,+917012178595,2022-11-09 09:13:11,1682,Telegram,Delhi
CL00870,+919829967158,+917454678712,2022-12-24 02:55:02,860,Telegram,Ahmedabad
CL00871,+918196441373,+917947119487,2022-12-12 12:30:53,1479,WhatsApp,Nagpur
CL00872,+918724932977,+918873548915,2023-10-14 14:48:28,1371,Telegram,Bangalore
CL00873,+919391179068,+917544423789,2024-03-30 19:42:39,843,Telegram,Hyderabad
CL00874,+919437795758,+919978436070,2023-07-08 01:42:56,912,Signal,Bhopal
CL00875,+917544423789,+919514122177,2023-12-26 00:36:40,1635,Signal,Lucknow
CL00876,+919829967158,+917748381742,2022-07-17 19:34:36,1556,Voice,Ahmedabad
CL00877,+919749387529,+917491404673,2024-02-08 15:32:57,43,Voice,Bhopal
CL00878,+919654827789,+918948692883,2022-01-20 08:50:13,507,Telegram,Mumbai
CL00879,+919654827789,+919635277155,2023-02-16 18:02:31,1770,Voice,Kolkata
CL00880,+919912923661,+918948692883,2023-03-01 00:55:33,654,Telegram,Chennai
CL00881,+919259520140,+919163970710,2022-04-12 17:10:18,299,WhatsApp,Chennai
CL00882,+917544423789,+917346992476,2022-11-11 13:43:10,125,Signal,Bangalore
CL00883,+917294678352,+919320207740,2022-11-02 12:06:20,296,Telegram,Kolkata
CL00884,+919412411754,+917394096254,2024-04-27 03:03:12,495,WhatsApp,Jaipur
CL00885,+917334417350,+918873548915,2023-01-30 03:17:03,656,Telegram,Lucknow
CL00886,+919653594796,+917749459431,2023-05-11 00:26:40,483,Voice,Chennai
CL00887,+919529182928,+919045460840,2022-09-10 17:41:50,262,Signal,Ahmedabad
CL00888,+919653594796,+917195066088,2022-03-27 20:32:13,1608,WhatsApp,Kolkata
CL00889,+917378514962,+919355172948,2024-03-11 07:34:27,1141,Telegram,Delhi
CL00890,+919756099698,+917907243029,2024-04-29 19:18:41,347,Voice,Delhi
CL00891,+918632978535,+918518692176,2023-09-05 08:53:43,783,Signal,Indore
CL00892,+918947762953,+917334417350,2022-10-16 01:10:47,1098,Voice,Chennai
CL00893,+917544423789,+919437795758,2023-12-17 03:53:08,1489,Signal,Pune
CL00894,+917981372436,+918873548915,2024-04-01 10:56:43,706,Signal,Nagpur
CL00895,+917947119487,+918518692176,2022-09-09 21:20:21,436,Telegram,Ahmedabad
CL00896,+917112759345,+917540838949,2023-12-10 04:41:59,9,Telegram,Delhi
CL00897,+917091729577,+918635971911,2023-02-28 17:57:44,1445,Telegram,Nagpur
CL00898,+918338472296,+919961852565,2022-03-25 20:41:04,1108,Voice,Indore
CL00899,+919263164755,+919829967158,2022-12-28 12:52:38,738,Telegram,Bangalore
CL00900,+917091729577,+919829967158,2023-04-19 11:59:12,915,Voice,Hyderabad
CL00901,+917881351238,+917220959215,2023-11-28 22:22:12,189,Signal,Nagpur
CL00902,+918342278523,+919036965074,2023-05-21 11:02:17,1014,WhatsApp,Delhi
CL00903,+919367966782,+919437795758,2022-04-24 08:36:32,1016,WhatsApp,Lucknow
CL00904,+919795665767,+918635971911,2022-03-08 18:08:47,138,WhatsApp,Chennai
CL00905,+917655579180,+919749387529,2024-01-17 08:12:54,1393,Voice,Surat
CL00906,+919654827789,+917558841618,2023-11-29 17:56:29,9,Telegram,Bhopal
CL00907,+917621430136,+919635277155,2023-03-19 13:17:07,1397,Telegram,Jaipur
CL00908,+919432330583,+918843761970,2024-02-17 01:56:46,464,Voice,Chennai
CL00909,+919607371597,+919654827789,2023-04-05 10:00:25,403,Signal,Mumbai
CL00910,+917294678352,+918607610633,2023-12-08 13:04:58,516,WhatsApp,Bangalore
CL00911,+917112759345,+918196441373,2022-03-06 20:40:06,62,Telegram,Pune
CL00912,+917294678352,+919825363606,2024-05-10 08:15:06,974,WhatsApp,Kolkata
CL00913,+917621430136,+919825363606,2023-06-17 07:04:49,1233,Telegram,Nagpur
CL00914,+917488120041,+917195066088,2023-08-16 03:05:03,73,Telegram,Kolkata
CL00915,+917749459431,+918967277638,2022-03-05 14:03:19,1255,Telegram,Mumbai
CL00916,+918925327382,+919320207740,2023-07-27 01:18:54,786,Telegram,Mumbai
CL00917,+917350389989,+919036965074,2024-06-04 19:50:42,1282,Voice,Jaipur
CL00918,+918615742667,+917907243029,2024-03-25 13:56:39,1273,Voice,Kolkata
CL00919,+917294678352,+919574081104,2023-06-14 10:37:12,226,Voice,Delhi
CL00920,+917110724913,+919795665767,2023-08-10 04:40:32,529,Signal,Pune
CL00921,+918632978535,+919263164755,2022-07-10 07:08:51,95,Voice,Bangalore
CL00922,+918196441373,+919912923661,2023-06-10 20:48:22,642,WhatsApp,Bangalore
CL00923,+918243165953,+918196441373,2023-09-10 10:18:23,21,WhatsApp,Delhi
CL00924,+917288335378,+918873548915,2024-04-18 17:54:03,869,Signal,Hyderabad
CL00925,+917923517027,+917110724913,2022-12-16 06:42:30,1427,Telegram,Ahmedabad
CL00926,+917112759345,+919825363606,2023-09-23 09:26:21,337,Voice,Jaipur
CL00927,+917633740357,+917309561891,2022-08-13 00:40:14,1424,WhatsApp,Jaipur
CL00928,+918947762953,+917366637148,2023-05-08 23:49:52,683,Telegram,Hyderabad
CL00929,+919560761628,+918847692041,2024-04-25 00:23:00,156,Signal,Delhi
CL00930,+919163970710,+918830831254,2022-10-25 14:12:40,1204,Signal,Delhi
CL00931,+919380304322,+919367966782,2022-07-22 09:11:14,541,WhatsApp,Kolkata
CL00932,+919529182928,+917414741061,2022-07-02 06:01:11,1731,Signal,Mumbai
CL00933,+917881351238,+918724932977,2023-01-24 20:50:56,232,Signal,Hyderabad
CL00934,+919389142017,+919574081104,2022-09-03 11:51:23,1358,WhatsApp,Lucknow
CL00935,+919912923661,+917749459431,2022-05-02 04:56:59,272,WhatsApp,Hyderabad
CL00936,+919654827789,+917394096254,2023-12-13 11:20:38,884,WhatsApp,Delhi
CL00937,+917491404673,+919961852565,2022-10-29 04:20:15,114,Signal,Indore
CL00938,+918967277638,+917334417350,2023-08-22 15:13:46,171,Telegram,Nagpur
CL00939,+917749459431,+919514122177,2023-06-05 12:48:56,1326,Signal,Jaipur
CL00940,+918843761970,+917907243029,2022-07-03 10:45:23,1081,Telegram,Surat
CL00941,+917309561891,+917033199694,2022-10-02 18:25:40,1624,Voice,Hyderabad
CL00942,+918342278523,+917923517027,2023-04-08 07:25:13,631,Telegram,Pune
CL00943,+917637088959,+917131671246,2022-09-18 17:05:08,1544,Voice,Chennai
CL00944,+919263164755,+918843761970,2022-12-27 07:37:02,957,Signal,Pune
CL00945,+917947119487,+918097447932,2023-03-19 13:23:51,1023,Signal,Chennai
CL00946,+917923988689,+917294678352,2022-07-03 14:14:16,1326,Voice,Kolkata
CL00947,+917748381742,+919179320310,2024-05-12 16:32:34,1323,Voice,Nagpur
CL00948,+918816499958,+917655579180,2022-04-11 03:04:23,83,WhatsApp,Kolkata
CL00949,+919367966782,+917112759345,2022-09-14 09:47:52,1578,Signal,Hyderabad
CL00950,+918724932977,+918875662813,2022-09-25 00:49:19,582,Signal,Nagpur
CL00951,+917225953184,+918432410914,2023-04-29 20:32:48,310,Telegram,Hyderabad
CL00952,+917655579180,+917981372436,2023-05-01 07:33:37,1614,Telegram,Surat
CL00953,+917907243029,+917774881143,2024-03-21 02:20:54,389,Telegram,Nagpur
CL00954,+919843005049,+917981372436,2023-03-26 14:54:35,66,Signal,Bangalore
CL00955,+918967277638,+919389142017,2024-01-26 00:31:51,1354,Signal,Kolkata
CL00956,+918607610633,+919607371597,2023-03-12 21:48:25,1567,Signal,Kolkata
CL00957,+917881351238,+917889734128,2022-05-23 04:21:36,1294,Telegram,Pune
CL00958,+918847136322,+918338472296,2022-03-07 17:24:12,977,Voice,Kolkata
CL00959,+917947119487,+917464794418,2022-04-06 05:06:43,1137,WhatsApp,Delhi
CL00960,+919869245055,+917294678352,2022-07-11 06:04:58,795,Signal,Hyderabad
CL00961,+919036965074,+918510308881,2023-11-07 16:04:29,122,Signal,Lucknow
CL00962,+917091729577,+919355172948,2022-12-01 13:25:10,231,WhatsApp,Lucknow
CL00963,+919607371597,+918849649210,2024-01-31 02:24:57,1777,WhatsApp,Bangalore
CL00964,+918847136322,+918196441373,2023-03-19 22:42:30,330,Signal,Ahmedabad
CL00965,+917923517027,+917181686832,2024-01-04 21:29:17,418,Voice,Bangalore
CL00966,+917195066088,+917749459431,2024-04-24 12:38:51,510,Signal,Ahmedabad
CL00967,+919869245055,+917877990647,2023-04-19 18:02:47,191,Signal,Bhopal
CL00968,+919574081104,+918327079104,2023-12-19 22:50:19,805,WhatsApp,Pune
CL00969,+918600506062,+919565778475,2023-09-25 23:27:29,792,WhatsApp,Surat
CL00970,+917488120041,+918338472296,2023-12-17 01:15:56,1787,WhatsApp,Chennai
CL00971,+919961852565,+918510308881,2023-11-14 02:44:46,1484,WhatsApp,Jaipur
